subject,section,traial,leftButton,rightButton,answer,leftTouched,rightTouched
6,10,110,2.125,2.25,4,3,4
6,11,111,1.875,1.5,5,3,3
6,11,112,1.875,1,6,2,2
6,11,113,1.875,1.75,4,2,2
6,11,114,1.875,1.875,4,2,2
6,11,115,1.875,1.25,5,3,4
6,11,116,1.875,1.125,6,2,2
6,11,117,1.875,2.25,3,16,14
6,11,118,1.875,2.125,3,4,5
6,11,119,1.875,2,3,4,4
6,11,120,1.875,1.625,5,5,7
6,11,121,1.875,1.375,6,2,2
7,1,1,1.5,1.875,2,3,3
7,1,2,1.5,1.25,5,3,3
7,1,3,1.5,1.75,1,2,2
7,1,4,1.5,1.375,4,3,4
7,1,5,1.5,1.5,4,4,3
7,1,6,1.5,2.25,1,1,2
7,1,7,1.5,1,7,3,2
7,1,8,1.5,1.125,7,2,2
7,1,9,1.5,2,1,1,2
7,1,10,1.5,2.125,1,2,2
7,1,11,1.5,1.625,2,4,6
7,2,12,1.875,1.625,2,2,2
7,2,13,1.875,2,4,2,2
7,2,14,1.875,1.375,5,2,1
7,2,15,1.875,2.125,3,3,2
7,2,16,1.875,2.25,2,2,2
7,2,17,1.875,1.5,5,2,1
7,2,18,1.875,1,7,2,2
7,2,19,1.875,1.125,7,3,3
7,2,20,1.875,1.75,5,3,2
7,2,21,1.875,1.875,5,2,2
7,2,22,1.875,1.25,6,2,1
7,3,23,1.625,2,3,2,3
7,3,24,1.625,1.5,4,3,2
7,3,25,1.625,1.625,4,3,2
7,3,26,1.625,1.125,6,3,2
7,3,27,1.625,1.375,5,2,1
7,3,28,1.625,1.75,3,3,4
7,3,29,1.625,1.25,6,3,2
7,3,30,1.625,2.25,1,4,2
7,3,31,1.625,1,6,2,1
7,3,32,1.625,2.125,1,2,1
7,3,33,1.625,1.875,2,3,3
7,4,34,2.125,1.125,7,2,1
7,4,35,2.125,2,5,3,2
7,4,36,2.125,2.125,4,4,3
7,4,37,2.125,1.875,5,2,2
7,4,38,2.125,2.25,4,3,2
7,4,39,2.125,1,6,2,2
7,4,40,2.125,1.375,6,2,2
7,4,41,2.125,1.25,6,2,1
7,4,42,2.125,1.5,6,3,3
7,4,43,2.125,1.75,5,3,3
7,4,44,2.125,1.625,5,1,1
7,5,45,1.25,1.25,5,3,3
7,5,46,1.25,1.125,6,3,2
7,5,47,1.25,2.25,2,5,6
7,5,48,1.25,2,2,2,2
7,5,49,1.25,1.375,3,2,1
7,5,50,1.25,1,5,3,2
7,5,51,1.25,1.5,3,2,1
7,5,52,1.25,2.125,1,3,3
7,5,53,1.25,1.75,2,2,1
7,5,54,1.25,1.625,2,3,2
7,5,55,1.25,1.875,2,5,2
7,6,56,1.375,1.25,5,3,2
7,6,57,1.375,1.375,5,4,4
7,6,58,1.375,2.25,1,4,3
7,6,59,1.375,2.125,1,2,2
7,6,60,1.375,1.5,3,3,3
7,6,61,1.375,2,2,3,2
7,6,62,1.375,1.875,2,2,2
7,6,63,1.375,1,6,3,3
7,6,64,1.375,1.75,2,3,3
7,6,65,1.375,1.625,3,3,3
7,6,66,1.375,1.125,6,3,3
7,7,67,2.25,1.875,5,2,5
7,7,68,2.25,2,5,2,2
7,7,69,2.25,1.75,6,2,1
7,7,70,2.25,1.5,7,2,1
7,7,71,2.25,1.375,7,2,1
7,7,72,2.25,2.125,5,4,3
7,7,73,2.25,1,7,2,1
7,7,74,2.25,2.25,4,3,3
7,7,75,2.25,1.125,6,5,4
7,7,76,2.25,1.625,5,2,2
7,7,77,2.25,1.25,6,2,1
7,8,78,1,1.25,3,4,5
7,8,79,1,1.625,3,3,3
7,8,80,1,1.125,4,5,5
7,8,81,1,1,4,2,4
7,8,82,1,1.5,3,2,1
7,8,83,1,2,2,2,2
7,8,84,1,1.375,3,3,4
7,8,85,1,1.875,2,2,2
7,8,86,1,2.25,2,2,2
7,8,87,1,1.75,2,2,2
7,8,88,1,2.125,1,2,2
7,9,89,1.75,1.5,5,2,1
7,9,90,1.75,1.125,6,3,3
7,9,91,1.75,1.375,6,3,3
7,9,92,1.75,1.875,4,2,2
7,9,93,1.75,2,3,4,4
7,9,94,1.75,2.25,2,2,2
7,9,95,1.75,1.625,5,3,4
7,9,96,1.75,1.25,6,2,1
7,9,97,1.75,2.125,3,4,4
7,9,98,1.75,1,7,3,3
7,9,99,1.75,1.75,4,4,4
7,10,100,2,1.125,6,2,2
7,10,101,2,1.25,6,2,2
7,10,102,2,1.625,5,2,2
7,10,103,2,1.875,5,6,6
7,10,104,2,2,4,2,2
7,10,105,2,1.5,5,2,2
7,10,106,2,1,6,2,2
7,10,107,2,2.125,3,3,3
7,10,108,2,1.75,5,2,2
7,10,109,2,1.375,5,2,2
7,10,110,2,2.25,3,3,3
7,11,111,1.125,1,4,3,1
7,11,112,1.125,2.125,2,3,3
7,11,113,1.125,1.5,3,2,2
7,11,114,1.125,2.25,1,2,2
7,11,115,1.125,2,2,2,2
7,11,116,1.125,1.25,3,3,2
7,11,117,1.125,1.125,4,2,2
7,11,118,1.125,1.375,3,2,2
7,11,119,1.125,1.875,2,2,3
7,11,120,1.125,1.625,3,2,2
7,11,121,1.125,1.75,3,2,2
8,1,1,1.625,1.25,5,6,13
8,1,2,1.625,2,5,3,8
8,1,3,1.625,1.75,4,5,11
8,1,4,1.625,1.375,5,10,20
8,1,5,1.625,1.125,6,2,6
8,1,6,1.625,2.125,3,2,8
8,1,7,1.625,1,7,1,3
8,1,8,1.625,1.5,5,2,7
8,1,9,1.625,1.625,3,12,29
8,1,10,1.625,2.25,6,4,4
8,1,11,1.625,1.875,4,2,4
8,2,12,1.125,1.625,5,13,12
8,2,13,1.125,1.25,7,3,9
8,2,14,1.125,2.25,3,8,20
8,2,15,1.125,2,5,7,13
8,2,16,1.125,2.125,3,13,19
8,2,17,1.125,1,4,5,5
8,2,18,1.125,1.75,3,3,5
8,2,19,1.125,1.875,3,3,5
8,2,20,1.125,1.5,3,4,5
8,2,21,1.125,1.375,4,4,15
8,2,22,1.125,1.125,4,2,6
8,3,23,1.25,1.625,3,16,20
8,3,24,1.25,1.25,4,3,2
8,3,25,1.25,1.375,3,6,11
8,3,26,1.25,1,6,3,3
8,3,27,1.25,2.25,5,7,9
8,3,28,1.25,1.75,3,7,9
8,3,29,1.25,2,6,3,4
8,3,30,1.25,1.5,4,18,29
8,3,31,1.25,1.875,4,16,16
8,3,32,1.25,1.125,5,14,15
8,3,33,1.25,2.125,5,2,3
8,4,34,1.375,2,5,6,12
8,4,35,1.375,2.25,6,21,24
8,4,36,1.375,1.625,4,3,2
8,4,37,1.375,1.875,5,9,14
8,4,38,1.375,1.375,4,4,5
8,4,39,1.375,1,6,3,3
8,4,40,1.375,2.125,3,10,18
8,4,41,1.375,1.75,5,14,22
8,4,42,1.375,1.25,6,2,2
8,4,43,1.375,1.125,6,2,2
8,4,44,1.375,1.5,4,2,2
8,5,45,1.875,1.375,5,1,2
8,5,46,1.875,1.5,5,4,4
8,5,47,1.875,1.125,7,2,2
8,5,48,1.875,1.625,5,2,3
8,5,49,1.875,2,4,3,3
8,5,50,1.875,1.25,5,2,4
8,5,51,1.875,2.25,4,2,2
8,5,52,1.875,1.875,4,16,22
8,5,53,1.875,1,5,2,4
8,5,54,1.875,2.125,4,2,3
8,5,55,1.875,1.75,4,2,2
8,6,56,2.25,1.5,5,5,9
8,6,57,2.25,1.75,4,2,2
8,6,58,2.25,1.625,5,4,5
8,6,59,2.25,1.25,6,2,2
8,6,60,2.25,1,7,2,5
8,6,61,2.25,1.375,5,2,2
8,6,62,2.25,2,4,2,2
8,6,63,2.25,1.125,7,2,2
8,6,64,2.25,2.125,4,2,3
8,6,65,2.25,2.25,4,5,5
8,6,66,2.25,1.875,5,3,3
8,7,67,1.5,1,6,5,4
8,7,68,1.5,1.125,6,2,4
8,7,69,1.5,1.875,4,2,2
8,7,70,1.5,2,4,5,7
8,7,71,1.5,1.75,4,2,5
8,7,72,1.5,1.25,6,2,3
8,7,73,1.5,1.375,6,2,5
8,7,74,1.5,1.625,4,6,6
8,7,75,1.5,1.5,4,5,4
8,7,76,1.5,2.125,4,7,12
8,7,77,1.5,2.25,3,3,8
8,8,78,1,2.125,3,11,15
8,8,79,1,1.5,4,3,5
8,8,80,1,1,4,2,3
8,8,81,1,1.25,4,4,8
8,8,82,1,1.375,3,6,10
8,8,83,1,1.875,3,3,2
8,8,84,1,2,3,5,14
8,8,85,1,2.25,4,2,2
8,8,86,1,1.75,3,6,9
8,8,87,1,1.125,4,2,2
8,8,88,1,1.625,4,2,6
8,9,89,2,1,6,3,3
8,9,90,2,1.5,5,1,2
8,9,91,2,2.25,4,2,2
8,9,92,2,1.375,6,1,4
8,9,93,2,2,4,15,22
8,9,94,2,2.125,4,8,8
8,9,95,2,1.625,5,2,2
8,9,96,2,1.75,5,2,2
8,9,97,2,1.125,7,2,2
8,9,98,2,1.875,5,4,5
8,9,99,2,1.25,7,2,3
8,10,100,1.75,1.625,5,3,3
8,10,101,1.75,1.125,7,2,2
8,10,102,1.75,1.25,6,3,3
8,10,103,1.75,2.125,3,3,4
8,10,104,1.75,1.75,4,2,2
8,10,105,1.75,1.5,5,2,2
8,10,106,1.75,2,4,2,2
8,10,107,1.75,1.375,5,2,2
8,10,108,1.75,1,6,4,4
8,10,109,1.75,2.25,3,3,3
8,10,110,1.75,1.875,4,3,4
8,11,111,2.125,2.125,4,2,2
8,11,112,2.125,2.25,4,2,2
8,11,113,2.125,1.375,6,2,2
8,11,114,2.125,1,7,3,3
8,11,115,2.125,1.75,4,2,2
8,11,116,2.125,2,4,2,2
8,11,117,2.125,1.5,6,3,3
8,11,118,2.125,1.125,7,2,2
8,11,119,2.125,1.625,5,2,2
8,11,120,2.125,1.875,5,3,3
8,11,121,2.125,1.25,7,2,2
9,1,1,2,1.625,5,2,4
9,1,2,2,2.125,4,3,3
9,1,3,2,1.25,6,2,2
9,1,4,2,1.75,4,2,2
9,1,5,2,2.25,4,2,2
9,1,6,2,1.375,6,2,2
9,1,7,2,1.125,7,2,3
9,1,8,2,1,7,2,2
9,1,9,2,1.5,5,2,2
9,1,10,2,2,4,2,2
9,1,11,2,1.875,4,2,2
9,2,12,1.875,1.375,5,2,2
9,2,13,1.875,1.25,6,2,2
9,2,14,1.875,2.125,4,4,3
9,2,15,1.875,2.25,4,2,2
9,2,16,1.875,1,7,4,4
9,2,17,1.875,1.625,4,2,2
9,2,18,1.875,1.75,4,2,2
9,2,19,1.875,1.875,4,4,4
9,2,20,1.875,1.125,7,4,3
9,2,21,1.875,1.5,5,2,2
9,2,22,1.875,2,4,3,3
9,3,23,1.375,2,3,2,6
9,3,24,1.375,1.625,4,3,2
9,3,25,1.375,1.75,3,6,4
9,3,26,1.375,1.875,3,5,2
9,3,27,1.375,1.5,4,4,5
9,3,28,1.375,2.125,2,3,6
9,3,29,1.375,2.25,2,3,8
9,3,30,1.375,1.375,4,2,2
9,3,31,1.375,1,6,4,3
9,3,32,1.375,1.125,6,4,3
9,3,33,1.375,1.25,5,3,3
9,4,34,1.25,1,5,3,3
9,4,35,1.25,1.5,3,3,3
9,4,36,1.25,2,2,2,2
9,4,37,1.25,1.25,4,2,2
9,4,38,1.25,1.875,3,2,2
9,4,39,1.25,1.75,3,5,5
9,4,40,1.25,2.25,2,2,2
9,4,41,1.25,1.125,5,4,4
9,4,42,1.25,1.625,3,2,2
9,4,43,1.25,1.375,4,4,4
9,4,44,1.25,2.125,2,3,3
9,5,45,1.625,1,7,2,2
9,5,46,1.625,2,2,2,2
9,5,47,1.625,1.5,5,2,2
9,5,48,1.625,1.375,5,2,2
9,5,49,1.625,1.875,2,2,2
9,5,50,1.625,2.25,1,2,2
9,5,51,1.625,1.625,4,4,3
9,5,52,1.625,1.125,7,2,2
9,5,53,1.625,2.125,2,4,4
9,5,54,1.625,1.75,4,2,2
9,5,55,1.625,1.25,6,2,2
9,6,56,2.125,1.75,5,2,3
9,6,57,2.125,1.125,7,2,2
9,6,58,2.125,1.5,6,4,4
9,6,59,2.125,2.125,4,2,2
9,6,60,2.125,2.25,4,4,3
9,6,61,2.125,1.25,6,3,3
9,6,62,2.125,1.875,5,2,2
9,6,63,2.125,2,4,3,3
9,6,64,2.125,1,7,2,2
9,6,65,2.125,1.625,6,4,3
9,6,66,2.125,1.375,6,2,2
9,7,67,1,2.25,2,2,2
9,7,68,1,1.125,4,2,2
9,7,69,1,1,4,2,2
9,7,70,1,1.625,2,2,2
9,7,71,1,2.125,2,2,2
9,7,72,1,1.75,2,2,2
9,7,73,1,1.875,2,2,2
9,7,74,1,1.25,3,2,2
9,7,75,1,2,1,2,2
9,7,76,1,1.5,3,2,2
9,7,77,1,1.375,3,2,2
9,8,78,1.125,2,2,2,2
9,8,79,1.125,1.25,3,2,2
9,8,80,1.125,1.625,3,2,2
9,8,81,1.125,1.125,4,3,3
9,8,82,1.125,2.125,2,2,2
9,8,83,1.125,1.5,3,2,2
9,8,84,1.125,1.375,3,2,2
9,8,85,1.125,1.875,3,2,2
9,8,86,1.125,1.75,2,2,2
9,8,87,1.125,1,4,2,2
9,8,88,1.125,2.25,2,6,6
9,9,89,1.5,1.25,5,2,2
9,9,90,1.5,1,6,2,2
9,9,91,1.5,1.125,6,2,2
9,9,92,1.5,1.625,4,2,2
9,9,93,1.5,1.75,4,3,3
9,9,94,1.5,1.375,4,2,2
9,9,95,1.5,1.5,4,2,2
9,9,96,1.5,2,3,2,2
9,9,97,1.5,2.125,3,4,3
9,9,98,1.5,1.875,4,4,3
9,9,99,1.5,2.25,3,2,2
9,10,100,1.75,1.75,4,2,3
9,10,101,1.75,1.125,7,2,2
9,10,102,1.75,2.25,3,2,2
9,10,103,1.75,1.875,4,2,2
9,10,104,1.75,1.625,4,3,2
9,10,105,1.75,1.375,6,2,2
9,10,106,1.75,1,7,2,2
9,10,107,1.75,1.5,4,2,2
9,10,108,1.75,1.25,7,2,2
9,10,109,1.75,2.125,4,3,3
9,10,110,1.75,2,4,3,3
9,11,111,2.25,1.5,6,2,3
9,11,112,2.25,1.375,6,2,2
9,11,113,2.25,1.625,6,2,2
9,11,114,2.25,1,7,2,2
9,11,115,2.25,1.125,7,5,3
9,11,116,2.25,2.125,4,2,3
9,11,117,2.25,2,4,2,2
9,11,118,2.25,1.25,6,4,3
9,11,119,2.25,2.25,4,2,2
9,11,120,2.25,1.75,5,2,2
9,11,121,2.25,1.875,5,1,1
10,1,1,1.75,1.375,5,4,2
10,1,2,1.75,2.125,4,2,2
10,1,3,1.75,1,7,1,2
10,1,4,1.75,1.5,6,1,2
10,1,5,1.75,2,4,2,3
10,1,6,1.75,1.875,4,1,2
10,1,7,1.75,1.25,7,2,3
10,1,8,1.75,1.125,6,2,3
10,1,9,1.75,2.25,3,3,2
10,1,10,1.75,1.625,7,2,2
10,1,11,1.75,1.75,4,2,2
10,2,12,2.25,2.125,4,2,3
10,2,13,2.25,1.625,6,1,2
10,2,14,2.25,2.25,4,2,2
10,2,15,2.25,2,4,2,2
10,2,16,2.25,1.375,7,2,3
10,2,17,2.25,1.25,7,2,2
10,2,18,2.25,1.75,5,2,2
10,2,19,2.25,1.5,7,2,2
10,2,20,2.25,1.875,5,2,2
10,2,21,2.25,1,7,2,2
10,2,22,2.25,1.125,7,1,2
10,3,23,1.5,1.875,4,2,2
10,3,24,1.5,2.25,3,2,2
10,3,25,1.5,2.125,4,2,2
10,3,26,1.5,1.5,7,2,2
10,3,27,1.5,1.125,7,2,2
10,3,28,1.5,2,3,2,2
10,3,29,1.5,1.25,6,2,4
10,3,30,1.5,1,7,2,3
10,3,31,1.5,1.375,6,2,3
10,3,32,1.5,1.75,4,2,2
10,3,33,1.5,1.625,4,2,2
10,4,34,1.375,1.5,4,2,1
10,4,35,1.375,1.125,5,2,2
10,4,36,1.375,1.25,6,2,2
10,4,37,1.375,2.25,4,2,2
10,4,38,1.375,2.125,4,2,2
10,4,39,1.375,1.875,3,2,3
10,4,40,1.375,1,7,2,2
10,4,41,1.375,2,4,2,2
10,4,42,1.375,1.375,6,2,3
10,4,43,1.375,1.75,4,2,2
10,4,44,1.375,1.625,4,2,2
10,5,45,1.25,1.125,6,2,2
10,5,46,1.25,2,4,2,3
10,5,47,1.25,1.375,5,2,2
10,5,48,1.25,1.625,4,2,2
10,5,49,1.25,2.25,3,2,3
10,5,50,1.25,1.5,4,2,2
10,5,51,1.25,1.75,3,2,3
10,5,52,1.25,1,6,2,2
10,5,53,1.25,1.875,3,2,2
10,5,54,1.25,1.25,4,2,2
10,5,55,1.25,2.125,4,2,2
10,6,56,2.125,2.25,4,2,2
10,6,57,2.125,1.75,5,2,2
10,6,58,2.125,1.25,7,2,2
10,6,59,2.125,1,7,1,2
10,6,60,2.125,1.375,6,2,2
10,6,61,2.125,1.875,5,2,3
10,6,62,2.125,1.5,5,2,3
10,6,63,2.125,1.625,4,2,5
10,6,64,2.125,2.125,4,2,2
10,6,65,2.125,1.125,6,2,2
10,6,66,2.125,2,4,2,2
10,7,67,1.125,2,3,1,2
10,7,68,1.125,2.125,3,2,2
10,7,69,1.125,1.5,4,2,2
10,7,70,1.125,1,4,2,2
10,7,71,1.125,1.125,4,2,2
10,7,72,1.125,1.25,4,2,2
10,7,73,1.125,1.625,3,1,2
10,7,74,1.125,1.375,4,2,2
10,7,75,1.125,1.75,3,2,2
10,7,76,1.125,2.25,4,2,2
10,7,77,1.125,1.875,4,2,2
10,8,78,1.625,1.625,4,2,3
10,8,79,1.625,2.125,4,1,2
10,8,80,1.625,1.5,6,2,2
10,8,81,1.625,2,4,2,2
10,8,82,1.625,1.875,4,2,2
10,8,83,1.625,1.75,4,2,2
10,8,84,1.625,2.25,3,2,2
10,8,85,1.625,1.25,7,2,2
10,8,86,1.625,1,7,2,2
10,8,87,1.625,1.375,5,2,2
10,8,88,1.625,1.125,7,2,2
10,9,89,1.875,1.875,4,2,2
10,9,90,1.875,1.375,6,2,2
10,9,91,1.875,1.25,6,2,2
10,9,92,1.875,1.5,5,2,2
10,9,93,1.875,1.75,4,2,2
10,9,94,1.875,2.125,4,2,2
10,9,95,1.875,1.125,7,2,2
10,9,96,1.875,1.625,6,2,2
10,9,97,1.875,2,4,2,2
10,9,98,1.875,2.25,4,2,2
10,9,99,1.875,1,7,2,2
10,10,100,1,1.75,3,2,1
10,10,101,1,2.125,4,2,2
10,10,102,1,2,3,1,1
10,10,103,1,1.375,4,1,2
10,10,104,1,1.875,3,1,2
10,10,105,1,1.125,4,1,2
10,10,106,1,1.25,4,1,2
10,10,107,1,1,4,1,2
10,10,108,1,2.25,3,1,2
10,10,109,1,1.625,4,1,2
10,10,110,1,1.5,4,2,2
10,11,111,2,1,7,2,2
10,11,112,2,1.75,4,1,2
10,11,113,2,1.625,5,1,2
10,11,114,2,1.25,7,1,1
10,11,115,2,2.125,4,1,2
10,11,116,2,1.375,5,1,2
10,11,117,2,1.125,7,1,1
10,11,118,2,1.5,6,1,1
10,11,119,2,2.25,4,1,1
10,11,120,2,1.875,4,1,1
10,11,121,2,2,4,2,1
11,1,1,1.75,1.625,4,3,3
11,1,2,1.75,1.875,4,6,4
11,1,3,1.75,2.25,5,16,15
11,1,4,1.75,1.75,4,8,8
11,1,5,1.75,1.25,5,22,22
11,1,6,1.75,1.375,5,5,6
11,1,7,1.75,2,3,6,7
11,1,8,1.75,2.125,3,4,3
11,1,9,1.75,1.5,5,4,3
11,1,10,1.75,1,6,5,6
11,1,11,1.75,1.125,6,7,9
11,2,12,1.25,1.625,3,9,6
11,2,13,1.25,1,5,6,4
11,2,14,1.25,1.125,4,6,4
11,2,15,1.25,1.5,3,5,3
11,2,16,1.25,1.75,2,5,6
11,2,17,1.25,2.25,2,19,13
11,2,18,1.25,1.375,4,3,3
11,2,19,1.25,2.125,2,3,4
11,2,20,1.25,1.875,2,5,3
11,2,21,1.25,1.25,4,4,3
11,2,22,1.25,2,2,6,2
11,3,23,1.875,1,6,6,3
11,3,24,1.875,2,4,7,5
11,3,25,1.875,2.125,4,3,3
11,3,26,1.875,1.625,5,8,3
11,3,27,1.875,2.25,3,7,4
11,3,28,1.875,1.125,6,8,2
11,3,29,1.875,1.875,4,7,2
11,3,30,1.875,1.5,5,8,4
11,3,31,1.875,1.75,4,7,2
11,3,32,1.875,1.25,5,3,3
11,3,33,1.875,1.375,5,7,3
11,4,34,2.25,1.5,6,3,3
11,4,35,2.25,1.375,5,4,2
11,4,36,2.25,1.75,5,10,7
11,4,37,2.25,1,5,5,4
11,4,38,2.25,1.875,4,8,5
11,4,39,2.25,2.25,4,6,5
11,4,40,2.25,2.125,4,3,2
11,4,41,2.25,1.625,5,5,5
11,4,42,2.25,1.25,6,6,10
11,4,43,2.25,2,4,4,4
11,4,44,2.25,1.125,6,6,5
11,5,45,2,1.25,6,3,3
11,5,46,2,1.5,6,5,3
11,5,47,2,1,6,4,3
11,5,48,2,1.875,4,4,3
11,5,49,2,1.625,5,3,2
11,5,50,2,2,4,5,5
11,5,51,2,1.125,7,7,6
11,5,52,2,2.25,3,4,3
11,5,53,2,2.125,4,5,6
11,5,54,2,1.75,5,3,5
11,5,55,2,1.375,6,4,4
11,6,56,1.5,2.125,2,6,7
11,6,57,1.5,2.25,1,3,4
11,6,58,1.5,2,1,3,5
11,6,59,1.5,1.375,4,2,3
11,6,60,1.5,1.625,3,3,3
11,6,61,1.5,1.5,4,3,4
11,6,62,1.5,1.875,2,2,3
11,6,63,1.5,1.125,5,3,3
11,6,64,1.5,1,5,3,3
11,6,65,1.5,1.75,2,3,3
11,6,66,1.5,1.25,4,3,3
11,7,67,1.125,1.75,3,5,7
11,7,68,1.125,1.125,4,2,2
11,7,69,1.125,1.875,1,2,2
11,7,70,1.125,1.625,3,2,2
11,7,71,1.125,1.375,3,4,4
11,7,72,1.125,2,1,2,2
11,7,73,1.125,1.25,3,3,3
11,7,74,1.125,2.125,1,2,2
11,7,75,1.125,2.25,1,3,3
11,7,76,1.125,1.5,3,4,5
11,7,77,1.125,1,4,3,3
11,8,78,1.375,2.25,1,2,2
11,8,79,1.375,2.125,1,3,4
11,8,80,1.375,1.75,2,3,3
11,8,81,1.375,1.375,4,3,3
11,8,82,1.375,2,1,2,2
11,8,83,1.375,1.125,5,3,3
11,8,84,1.375,1.875,2,4,5
11,8,85,1.375,1,4,2,2
11,8,86,1.375,1.5,4,3,3
11,8,87,1.375,1.25,4,4,4
11,8,88,1.375,1.625,3,2,5
11,9,89,1,1.375,3,4,4
11,9,90,1,2.25,1,7,7
11,9,91,1,2.125,1,2,3
11,9,92,1,1.875,2,2,4
11,9,93,1,2,2,2,2
11,9,94,1,1.25,4,2,3
11,9,95,1,1.625,3,4,6
11,9,96,1,1,4,2,1
11,9,97,1,1.125,4,2,1
11,9,98,1,1.5,3,2,2
11,9,99,1,1.75,2,2,3
11,10,100,2.125,1.75,5,2,2
11,10,101,2.125,1.625,5,2,3
11,10,102,2.125,2.125,4,2,2
11,10,103,2.125,1.25,6,2,3
11,10,104,2.125,2,4,2,3
11,10,105,2.125,1.125,7,2,2
11,10,106,2.125,1.875,5,2,2
11,10,107,2.125,2.25,4,2,2
11,10,108,2.125,1,6,2,3
11,10,109,2.125,1.375,7,2,2
11,10,110,2.125,1.5,7,2,2
11,11,111,1.625,1.125,6,2,2
11,11,112,1.625,1.25,5,3,2
11,11,113,1.625,2,2,2,3
11,11,114,1.625,1.875,3,5,5
11,11,115,1.625,1.375,4,2,3
11,11,116,1.625,1.5,4,2,3
11,11,117,1.625,1.625,4,2,2
11,11,118,1.625,2.25,1,2,4
11,11,119,1.625,1,6,2,3
11,11,120,1.625,1.75,3,2,3
11,11,121,1.625,2.125,1,2,3
12,1,1,1.25,1.125,5,3,4
12,1,2,1.25,1.625,2,4,6
12,1,3,1.25,1.375,4,3,4
12,1,4,1.25,1,5,7,6
12,1,5,1.25,1.25,4,5,4
12,1,6,1.25,1.875,1,5,6
12,1,7,1.25,2.25,1,1,4
12,1,8,1.25,1.75,1,2,2
12,1,9,1.25,2.125,1,2,2
12,1,10,1.25,2,1,1,1
12,1,11,1.25,1.5,3,2,4
12,2,12,1,2,1,2,3
12,2,13,1,1.25,4,2,2
12,2,14,1,1.5,3,1,2
12,2,15,1,1.125,4,1,2
12,2,16,1,1.375,4,1,2
12,2,17,1,1.875,2,1,2
12,2,18,1,1.75,2,1,2
12,2,19,1,2.25,1,1,1
12,2,20,1,1,4,1,2
12,2,21,1,2.125,1,1,1
12,2,22,1,1.625,2,1,2
12,3,23,1.375,1.625,3,3,3
12,3,24,1.375,2,2,1,3
12,3,25,1.375,2.125,1,2,3
12,3,26,1.375,1,6,2,3
12,3,27,1.375,2.25,1,2,2
12,3,28,1.375,1.75,4,2,2
12,3,29,1.375,1.125,5,1,1
12,3,30,1.375,1.25,6,1,1
12,3,31,1.375,1.5,4,1,2
12,3,32,1.375,1.375,5,4,4
12,3,33,1.375,1.875,2,1,1
12,4,34,1.5,1.625,4,2,2
12,4,35,1.5,2,2,1,1
12,4,36,1.5,1,5,1,1
12,4,37,1.5,1.875,2,1,1
12,4,38,1.5,2.25,1,1,1
12,4,39,1.5,1.125,4,1,1
12,4,40,1.5,1.25,4,1,1
12,4,41,1.5,1.75,3,1,1
12,4,42,1.5,1.5,4,1,1
12,4,43,1.5,1.375,5,1,1
12,4,44,1.5,2.125,1,1,1
12,5,45,1.625,1.5,5,2,3
12,5,46,1.625,2.125,2,1,1
12,5,47,1.625,1.25,6,1,2
12,5,48,1.625,1.375,5,3,4
12,5,49,1.625,1,6,1,1
12,5,50,1.625,1.125,5,1,1
12,5,51,1.625,1.75,4,1,1
12,5,52,1.625,2,2,1,1
12,5,53,1.625,1.625,4,2,2
12,5,54,1.625,1.875,3,1,1
12,5,55,1.625,2.25,1,1,2
12,6,56,1.75,2,3,2,4
12,6,57,1.75,1.375,5,1,1
12,6,58,1.75,1.625,5,1,2
12,6,59,1.75,2.25,2,1,1
12,6,60,1.75,1.875,5,1,2
12,6,61,1.75,1.75,4,1,1
12,6,62,1.75,2.125,2,1,1
12,6,63,1.75,1.5,5,1,2
12,6,64,1.75,1.125,7,1,1
12,6,65,1.75,1,7,1,1
12,6,66,1.75,1.25,7,1,1
12,7,67,2.125,1.125,6,2,2
12,7,68,2.125,1,7,1,1
12,7,69,2.125,1.875,4,1,1
12,7,70,2.125,1.5,5,1,1
12,7,71,2.125,2,4,1,1
12,7,72,2.125,1.625,5,1,1
12,7,73,2.125,2.25,4,2,3
12,7,74,2.125,1.375,6,1,1
12,7,75,2.125,1.25,6,1,1
12,7,76,2.125,2.125,4,1,1
12,7,77,2.125,1.75,5,1,1
12,8,78,1.875,1.625,5,2,4
12,8,79,1.875,1.375,5,1,1
12,8,80,1.875,2.25,3,1,1
12,8,81,1.875,1.25,5,1,1
12,8,82,1.875,1.5,5,1,1
12,8,83,1.875,1.75,5,1,1
12,8,84,1.875,1.125,6,1,1
12,8,85,1.875,2.125,2,1,1
12,8,86,1.875,1,6,1,1
12,8,87,1.875,1.875,4,1,1
12,8,88,1.875,2,4,2,2
12,9,89,2,2,4,2,1
12,9,90,2,1.625,5,1,1
12,9,91,2,1.5,5,1,2
12,9,92,2,2.25,4,1,1
12,9,93,2,1,6,1,1
12,9,94,2,1.125,6,1,1
12,9,95,2,2.125,3,1,1
12,9,96,2,1.75,5,1,1
12,9,97,2,1.25,5,1,1
12,9,98,2,1.875,5,1,1
12,9,99,2,1.375,5,1,1
12,10,100,2.25,1.5,6,1,1
12,10,101,2.25,1.25,6,1,1
12,10,102,2.25,2,5,1,1
12,10,103,2.25,1.125,6,1,1
12,10,104,2.25,1.625,6,1,1
12,10,105,2.25,2.125,4,1,1
12,10,106,2.25,1,6,1,1
12,10,107,2.25,1.875,5,1,1
